SMILES,pIC50
O=C(COc1ccc(-c2ccccc2)cc1)N1CCC(N2CCOCC2)CC1,4.03
CCN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,3.95
CN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,3.94
O=C(COc1ccc(-c2ccccc2)cc1)NCCCN1CCCCC1,4.24
CCN1CCN(C2CCN(C(=O)COc3ccc(I)cc3)CC2)CC1,4.7
CCN1CCN(CCCNC(=O)COc2ccc(I)cc2)CC1,4.06
CN1CCN(CCCNC(=O)COc2ccc(I)cc2)CC1,3.86
O=C(COc1ccc(I)cc1)NCCCN1CCCCC1,4.89
CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc(OC)cc4)cc3)CC2)CC1,4.74
CCN1CCN(CCCNC(=O)COc2ccc(-c3ccc(OC)cc3)cc2)CC1,3.96
COc1ccc(-c2ccc(OCC(=O)NCCCN3CCN(C)CC3)cc2)cc1,3.72
COc1ccc(-c2ccc(OCC(=O)NCCCN3CCCCC3)cc2)cc1,4.85
CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4F)cc3)CC2)CC1,4.72
CCN1CCN(C2CCN(C(=O)COc3ccc4c(c3)CCC4=O)CC2)CC1,5.31
CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc([N+](=O)[O-])cc4)cc3)CC2)CC1,5.68
Cc1cccc2c1ccc1c3occ(C)c3c(=O)oc(=O)c21,5.0
Cc1coc2c1c(=O)oc(=O)c1c3c(ccc12)C(C)(C)CCC3,5.48
Cc1cccc2c1ccc1c3c(c(=O)oc(=O)c12)[C@@H](C)CO3,4.99
C[C@H]1COc2c1c(=O)oc(=O)c1c3c(ccc21)C(C)(C)CCC3,5.49
COc1cc2nc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(OC)c2cc1OC,6.21
COc1cc2[nH]c(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,6.77
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cccc(O)c2[nH]1,5.94
COc1cccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c12,5.79
COc1ccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2c1,6.35
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2[nH]1,6.52
COc1ccc2[nH]c(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,6.06
COc1cc2oc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,6.96
O=C(NCCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,7.64
COc1ccc2oc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,6.43
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)c(O)cc2o1,5.38
COc1cc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.34
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2c(O)cc(O)cc2o1,6.24
COc1cc(OC)c2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)oc2c1,6.49
Nc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,7.39
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1,7.68
COc1ccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)oc2c1,7.48
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,7.04
COc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,6.77
COc1cccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c12,6.06
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,6.96
COc1cc2oc(C(=O)OCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.25
COc1cc2oc(C(=O)NCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,5.84
COc1ccc2oc(C(=O)NCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,5.44
COc1cc2oc(C(=O)OCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,6.52
COc1ccc2oc(C(=O)OCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,5.13
COc1cc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,6.18
O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,5.63
COc1ccc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,6.01
Cl.Cl.Nc1ccc(O)c(Cn2cccn2)c1,3.07
Cl.Cl.Nc1ccc(O)c(Cn2ccnc2)c1,3.32
Cl.Cl.Nc1ccc(O)c(CN2CCOCC2)c1,3.57
Cl.Cl.Nc1ccc(O)c(CN2CCCCC2)c1,3.34
Cl.Cl.Nc1ccc(O)c(CN2CCCC2)c1,5.2
CCCN(CCC)Cc1cc(N)ccc1O.Cl.Cl,3.88
CCN(CC)Cc1cc(N)ccc1O.Cl.Cl,4.32
CCCCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,2.98
CCCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,3.09
CCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,3.9
CCCN(C)Cc1cc(N)ccc1O.Cl.Cl,2.94
CCN(C)Cc1cc(N)ccc1O.Cl.Cl,3.02
CN(C)Cc1cc(N)ccc1O.Cl.Cl,2.81
CNCc1cc(N)ccc1O.Cl.Cl,3.48
CC(C)(C)c1cc(CCC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,5.47
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,5.65
CC(C)(C)c1cc(C(=O)CNCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,5.61
CC(C)(C)c1cc(C(=O)CNCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,5.86
COc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,5.67
Cc1ccccc1CN1CCC(CCNC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC1,5.6
Cc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,5.7
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O,6.12
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O,5.88
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,6.01
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O,5.75
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)c(F)c3)CC2)cc(C(C)(C)C)c1O,5.79
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3Cl)CC2)cc(C(C)(C)C)c1O,5.61
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(Cl)c3)CC2)cc(C(C)(C)C)c1O,5.6
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(Br)cc3)CC2)cc(C(C)(C)C)c1O,5.42
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)cc(C(C)(C)C)c1O,5.46
CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(C#N)cc3)CC2)cc(C(C)(C)C)c1O,5.56
COc1ccc2nc3c(c(NCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3,6.33
NC12CC3CC(F)(CC(C1)c1cc(NC(=O)CCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc13)C2,8.6
NC12CC3CC(F)(CC(C1)c1cc(NC(=O)CCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc13)C2,9.52
FC12CC3CC(NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2,8.85
FC12CC3CC(NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2,8.7
O=C(CCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,8.89
O=C(CCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,8.85
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1,3.6
COc1ccc(-c2cc(=O)c3cc(OC)c(O)c([C@H]4CCC(=O)N4)c3o2)cc1,4.74
COc1ccc(-c2cc(=O)c3cc(OC)c(O)c([C@@H]4CCC(=O)N4)c3o2)cc1,4.17
O=C(/C=C/c1ccc(OCCCCCCN2CCCC2)cc1)c1ccc(OCCCCCCN2CCCC2)cc1O,6.11
O=C(/C=C/c1ccccc1)c1ccc(OCCCCCCN2CCCC2)cc1O,5.49
COc1ccc(/C=C/C(=O)c2ccc3c(c2O)C=CC(C)(C)O3)cc1,4.13
COc1ccc(C2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)cc1,4.04
CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1,4.77
COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,3.9
COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,3.9
COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,3.92
COc1ccc(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,3.88
CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C,5.42
CN1c2ccc(OC(=O)NCCCCCCN3CCCC3)cc2CN2CCc3ccccc3C21,6.06
CN1c2ccc(OC(=O)NCCCCCCN3CCCCC3)cc2CN2CCc3ccccc3C21,5.92
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.57
O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1c2ccccc2nc2ccccc12,11.12
Cc1cc(C)c(S(=O)(=O)Nc2ccc(C3C4=C(CC(C)(C)CC4=O)N(c4ccc(Br)cc4)C4=C3C(=O)CC(C)(C)C4)cc2)c(C)c1,6.85
Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O,5.85
Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO)c4)CC3)cc2oc1=O,6.08
Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,6.05
Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO[N+](=O)[O-])c4)CC3)cc2oc1=O,5.89
Cc1c(C)c2ccc(OCC3CCN(CCCO[N+](=O)[O-])CC3)cc2oc1=O,6.07
Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO[N+](=O)[O-])c4)CC3)cc2oc1=O,6.32
COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2[nH]ccc12,7.04
COc1c(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc(Cl)c2[nH]c([Si](C)(C)C)cc12,6.56
COc1c(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc(Cl)c2[nH]ccc12,7.69
O=C(CCC1CCN(CC2CCCCC2)CC1)c1cc(Cl)c2[nH]ccc2c1,7.54
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2[nH]ccc2c1,7.88
O=C(CCC1CCN(CC2CCCCC2)CC1)c1ccc2[nH]ccc2c1,7.29
O=C(CCC1CCN(CC2CCCC2)CC1)c1ccc2[nH]ccc2c1,7.03
CCCCN1CCC(CCC(=O)c2ccc3[nH]ccc3c2)CC1,6.15
COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)ccc2[nH]ccc12,7.4
COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2c1ccn2C,7.07
COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2c1ccn2Cc1ccccc1,6.58
COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2c1ccn2S(=O)(=O)c1ccccc1.O=C(O)/C=C/C(=O)O,6.25
O=C(CCC1CCN(CC2CCCCC2)CC1)c1ccc2c(ccn2Cc2ccccc2)c1,6.88
CC1C[C@H]2[C@H](O)[C@@H]3O[C@]4(C1)OC1CCN5CCCC24[C@]13C5,4.52
C=C[C@@H]1[C@@H]2CC3=C(CCC(=O)N3)[C@@]1(N)C[C@H](C)C2,4.52
C[C@@H]1C[C@H]2Cc3ncc(C4CCCCN4)cc3[C@]3(C1)NCCC[C@H]23,4.52
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,5.77
COc1cc2c(cc1O)C(Cc1ccc(O)c(Oc3cc(CC4c5cc(O)c(OC)cc5CCN4C)ccc3OC)c1)N(C)CC2,4.18
COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4,4.01
COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4,4.0
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4,4.0
COc1cc2c(cc1Oc1c3c(cc(OC)c1OC)CCN(C)C3)C(Cc1ccc(O)cc1)N(C)CC2,4.0
CCN(CC)Cc1cc2cc(c1O)Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C)CC3,4.17
COc1ccc2cc3n(c(=O)c2c1OC)CCc1cc2c(cc1-3)OCO2,4.0
COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4cncn4)cc3)C2)cc1OC,3.02
COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4ccnc4)cc3)C2)cc1OC,3.69
COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4cnc5ccccc54)cc3)C2)cc1OC,3.5
COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)cc1OC,4.2
COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCC(Cc5ccccc5)CC4)cc3)C2)cc1OC,4.7
COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(C)CC4)cc3)C2)cc1OC,5.19
CCN1CCN(c2ccc(C3CC(c4ccc(OC)c(OC)c4)=NN3C(C)=O)cc2)CC1,4.32
COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCC(C)CC4)cc3)C2)cc1OC,4.11
COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(c5ccccc5)CC4)cc3)C2)cc1OC,3.53
COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)cc1,4.0
CCN1CCN(c2ccc(C3CC(c4ccc(OC)cc4)=NN3C(C)=O)cc2)CC1,3.66
O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,4.06
Cc1c(OCc2ccccc2)cccc1N1CCN(CCCCCCNc2c3c(nc4c2CCCC4)CCCC3)CC1,7.85
COc1ccccc1CN1CCN(CCCCCOc2cccc3[nH]c4ccccc4c23)CC1,5.62
COc1cc2c(cc1OC)-c1cc(OCCN3CCCCC3)nc(=O)n1CC2,5.3
COc1ccc2nc3c(c(NCCCCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3,5.8
C#CCOc1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1.Cl,5.56
C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(-c3ccccc3)nn2)cc1.Cl,6.05
Cl.Clc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,5.15
Brc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1.Cl,4.89
Cc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1.Cl,5.43
COc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1.Cl,5.64
Cl.O=C(O)c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,5.39
Cl.O=[N+]([O-])c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,5.98
Cl.O=[N+]([O-])c1cccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)c1,5.84
C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1.Cl,5.98
Cl.NS(=O)(=O)c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,5.95
S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccccc1,6.21
S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Cl)cc1,6.1
S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Br)cc1,6.24
COc1ccc(NC(=S)NNc2c3c(nc4ccccc24)CCCC3)cc1,6.53
S=C(NCc1ccccc1)NNc1c2c(nc3ccccc13)CCCC2,6.66
C=CCNC(=S)NNc1c2c(nc3ccccc13)CCCC2,5.24
NS(=O)(=O)c1ccc(NC(=S)NNc2c3c(nc4ccccc24)CCCC3)cc1,6.02
COc1ccc2[nH]cc(CCNC(=O)CN(CCC3CCN(Cc4ccccc4)CC3)C(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,7.51
COc1ccc2[nH]cc(CCNC(=O)CN(CCCC3CCN(Cc4ccccc4)CC3)C(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,7.58
c1ccc2c(NCc3ccc(-c4ccc(CNc5c6c(nc7ccccc57)CCCC6)cc4)cc3)c3c(nc2c1)CCCC3,8.44
O=C(/C=C/c1ccc(OCc2ccccc2)cc1)NCCNc1c2c(nc3ccccc13)CCCC2,7.22
COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccccc1,7.26
COc1cc2oc(-c3ccc(NCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,8.79
COc1cc2oc(-c3ccc(NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,8.72
COc1cc2oc(-c3ccc(NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,8.29
O=C(CCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
O=C(CCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
O=C(CCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
O=C(CCCCCNc1c2c(nc3c(Cl)cccc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
O=C(CCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
O=C(CCCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
O=C(CCCCCNc1c2c(nc3ccc(F)cc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
COc1ccc2[nH]cc(CCNC(=O)CCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,14.3
COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,14.3
COc1ccc2[nH]cc(CCNC(=O)CCCCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,14.3
COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1,14.3
COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cccc(Cl)c35)CCCC4)c2c1,14.3
COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)c2c1,14.3
O=C(CCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12,14.3
S=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
S=C(CCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,14.3
Cc1cc(=O)oc2ccc(OC/C=C/CCn3cnc4c(N5CCCCC5)ncnc43)cc12,4.92
C#CCNC1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,4.36
C#CCNC1CCCc2ccc(OC(=O)N(C)CC)cc21,4.28
COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1OC,5.88
COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1,5.54
Nc1cccc(Cl)c1Oc1ccc(CNc2cc(Br)cc(Br)c2)cc1,5.0
Nc1cccc(Cl)c1Oc1ccc(CNc2cc(Cl)cc(Cl)c2)cc1,5.0
Nc1cccc(Cl)c1Oc1ccc(CNc2ccc(O)cc2)cc1,5.06
COc1ccc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc1,5.28
Nc1cccc(Cl)c1Oc1ccc(CNc2ccc(Br)cc2)cc1,5.0
Nc1cccc(Cl)c1Oc1ccc(CNc2ccc(Cl)cc2)cc1,5.0
Nc1cccc(Cl)c1Oc1ccc(CNc2cccc(O)c2)cc1,5.14
COc1cccc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)c1,5.25
Nc1cccc(Cl)c1Oc1ccc(CNc2cccc(Br)c2)cc1,5.0
Nc1cccc(Cl)c1Oc1ccc(CNc2cccc(Cl)c2)cc1,5.0
Nc1cccc(Cl)c1Oc1ccc(CNc2ccccc2)cc1,5.0
OC(CNCc1cccc(OCc2ccccc2)c1)Cn1cc(Br)c2cc(Br)ccc21,5.04
Cc1ccc2[nH]c3c(c2c1)CN(CCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3,6.71
COc1ccc(CNC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC,8.39
C#CCN(C)Cc1ccc(O)c2ncccc12,5.74
COc1ccc2[nH]c3nc4c(c(N)c3c2c1)CCCC4,5.82
Cn1ncc2cc(C(=O)Nc3ccc(Cl)c(Cl)c3)ccc21,4.11
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCNc2c3c(nc4ccccc24)CCCC3)cc1,8.9
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCNc2c3c(nc4ccccc24)CCCC3)cc1,8.5
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCNc2c3c(nc4ccccc24)CCCC3)cc1,7.5
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,8.2
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,8.7
CCOc1ccc(Cc2nc3cc(C(=O)NCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,7.1
CCOc1ccc(Cc2nc3cc(C(=O)NCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,8.5
CCOc1ccc(Cc2nc3cc(C(=O)NCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,8.0
CCOc1ccc(Cc2nc3cc(C(=O)NCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,8.1
CCOc1ccc(Cc2nc3cc(C(=O)NCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,7.7
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,7.2
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCOCCOCCNc2c3c(nc4ccccc24)CCCC3)cc1,7.0
CCOc1ccc(Cc2nc3cc(C(=O)NCCOCCOCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,6.4
CCOc1ccc(Cc2nc3cc(C(=O)NCCSSCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,7.1
Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1,5.83
Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1O,6.22
Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1O,7.0
Oc1cc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc(O)c1O,5.98
Oc1ccc(CNCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1O,7.54
COc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,6.67
COc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1OC,6.77
c1ccc(COc2ccc(CCOCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2)cc1,6.34
c1ccc(COc2ccc(CCOCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2OCc2ccccc2)cc1,6.3
Oc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,6.85
Oc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1O,6.27
COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccc(O)c(O)c2)CC1,6.86
COc1cc(CN2CCC(CCC(=O)c3cc(Cl)c(N)cc3OC)CC2)ccc1O,6.27
O=C(Nc1ccc(OC(F)F)nc1)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,5.0
O=C(O)CC1(CC(=O)c2cc(O)ccc2O)C=C(CO)CCC1,4.59
COC(=O)/C(=C\C(=O)c1cc(O)ccc1O)CC/C=C(\C)CCC=C(C)C,5.09
C/C(=C/CC[C@H](CO)c1cc2cc(O)c(O)cc2o1)CO,4.54
Cc1ccc2oc(-c3ccc(OCCCCCCN4CCCCCC4)cc3)cc(=O)c2c1,6.32
